cd_cnpj;nu_ordem;cd_ramo_atividade;de_ramo_atividade
53112561000300;0;4751200;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA
12220507000130;0~@~1~@~2;4781400~@~4782201~@~4789001;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS~@~COMERCIO VAREJISTA DE CALCADOS~@~COMERCIO VAREJISTA DE SUVENIRES, BIJUTERIAS E ARTESANATOS
04904391000120;0;4754701;COMERCIO VAREJISTA DE MOVEIS
03901079000110;0;4530703;COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES
13876515000100;0~@~1~@~2;2063100~@~9602501~@~9602502;ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA~@~CABELEIREIROS, MANICURE E PEDICURE~@~FABRICACAO DE COSMETICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL
00516281000130;0~@~1~@~2;9430800~@~9493600~@~9499500;ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE~@~ATIVIDADES DE ASSOCIACOES DE DEFESA DE DIREITOS SOCIAIS~@~ATIVIDADES DE ORGANIZACOES ASSOCIATIVAS LIGADAS A CULTURA E A ARTE
14823970000100;0;6511102;PLANOS DE AUXILIOFUNERAL
17001237000190;0~@~1~@~2;4110700~@~4120400~@~6810201;COMPRA E VENDA DE IMOVEIS PROPRIOS~@~CONSTRUCAO DE EDIFICIOS~@~INCORPORACAO DE EMPREENDIMENTOS IMOBILIARIOS
14045278000190;0~@~1~@~2~@~3~@~4;4772500~@~4781400~@~7729202~@~9602501~@~9602502;ALUGUEL DE MOVEIS, UTENSILIOS E APARELHOS DE USO DOMESTICO E PESSOAL, INSTRUMENTOS MUSICAIS~@~ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA~@~CABELEIREIROS, MANICURE E PEDICURE~@~COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS~@~COMERCIO VAREJISTA DE COSMETICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL
11769325000150;0;8650002;ATIVIDADES DE PROFISSIONAIS DA NUTRICAO
13649275000100;0~@~1~@~2~@~3~@~4;2330305~@~3702900~@~4321500~@~4322301~@~4399103;ATIVIDADES RELACIONADAS A ESGOTO, EXCETO A GESTAO DE REDES~@~INSTALACAO E MANUTENCAO ELETRICA~@~INSTALACOES HIDRAULICAS, SANITARIAS E DE GAS~@~OBRAS DE ALVENARIA~@~PREPARACAO DE MASSA DE CONCRETO E ARGAMASSA PARA CONSTRUCAO
15375030000150;0;4399103;OBRAS DE ALVENARIA
14830545000130;0;4781400;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS
15351613000140;0;4759801;COMERCIO VAREJISTA DE ARTIGOS DE TAPECARIA, CORTINAS E PERSIANAS
15359272000150;0~@~1~@~2~@~3~@~4;5811500~@~5812301~@~5813100~@~6319400~@~8230001;EDICAO DE JORNAIS DIARIOS~@~EDICAO DE LIVROS~@~EDICAO DE REVISTAS~@~PORTAIS, PROVEDORES DE CONTEUDO E OUTROS SERVICOS DE INFORMACAO NA INTERNET~@~SERVICOS DE ORGANIZACAO DE FEIRAS, CONGRESSOS, EXPOSICOES E FESTAS
09719436000100;0~@~1~@~2~@~3~@~4;1351100~@~1359600~@~4623103~@~6810201~@~6810202;ALUGUEL DE IMOVEIS PROPRIOS~@~COMERCIO ATACADISTA DE ALGODAO~@~COMPRA E VENDA DE IMOVEIS PROPRIOS~@~FABRICACAO DE ARTEFATOS TEXTEIS PARA USO DOMESTICO~@~FABRICACAO DE OUTROS PRODUTOS TEXTEIS NAO ESPECIFICADOS ANTERIORMENTE
13850287000190;0;5320202;SERVICOS DE ENTREGA RAPIDA
14023390000120;0;8291100;ATIVIDADES DE COBRANCAS E INFORMACOES CADASTRAIS
00849004000300;0~@~1;4723700~@~4784900;COMERCIO VAREJISTA DE BEBIDAS~@~COMERCIO VAREJISTA DE GAS LIQUEFEITO DE PETROLEO GLP
15971961000110;0;9492800;ATIVIDADES DE ORGANIZACOES POLITICAS
13658549000110;0~@~1;9329899~@~9499500;ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE~@~OUTRAS ATIVIDADES DE RECREACAO E LAZER NAO ESPECIFICADAS ANTERIORMENTE
14312252000160;0~@~1;2539001~@~4520001;SERVICOS DE MANUTENCAO E REPARACAO MECANICA DE VEICULOS AUTOMOTORES~@~SERVICOS DE USINAGEM, TORNEARIA E SOLDA
37564887000150;0;4212000;CONSTRUCAO DE OBRAS DE ARTE ESPECIAIS
10500306000160;0~@~1~@~2~@~3;8650003~@~8650005~@~8650006~@~8690999;ATIVIDADES DE FONOAUDIOLOGIA~@~ATIVIDADES DE PSICOLOGIA E PSICANALISE~@~ATIVIDADES DE TERAPIA OCUPACIONAL~@~OUTRAS ATIVIDADES DE ATENCAO A SAUDE HUMANA NAO ESPECIFICADAS ANTERIORMENTE
03583686000260;0~@~1~@~2;7020400~@~8550301~@~8550302;ADMINISTRACAO DE CAIXAS ESCOLARES~@~ATIVIDADES DE APOIO A EDUCACAO, EXCETO CAIXAS ESCOLARES~@~ATIVIDADES DE CONSULTORIA EM GESTAO EMPRESARIAL, EXCETO CONSULTORIA TECNICA ESPECIFICA
03619841000170;0;4330499;OUTRAS OBRAS DE ACABAMENTO DA CONSTRUCAO
01243305000430;0;4623199;COMERCIO ATACADISTA DE MATERIASPRIMAS AGRICOLAS NAO ESPECIFICADAS ANTERIORMENTE
01786092000140;0;4712100;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS
03937322000150;0;4723700;COMERCIO VAREJISTA DE BEBIDAS
00799074000130;0;6920601;ATIVIDADES DE CONTABILIDADE
16849377000150;0~@~1;4772500~@~4781400;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS~@~COMERCIO VAREJISTA DE COSMETICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL
03734601013790;0~@~1~@~2~@~3;4751200~@~4752100~@~4753900~@~4754701;COMERCIO VAREJISTA DE MOVEIS~@~COMERCIO VAREJISTA ESPECIALIZADO DE ELETRODOMESTICOS E EQUIPAMENTOS DE AUDIO E VIDEO~@~COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS DE TELEFONIA E COMUNICACAO~@~COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA
14814432000140;0;4722901;COMERCIO VAREJISTA DE CARNES  ACOUGUES
13871224000110;0~@~1;4322302~@~4781400;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS~@~INSTALACAO E MANUTENCAO DE SISTEMAS CENTRAIS DE AR CONDICIONADO, DE VENTILACAO E REFRIGERACAO
94064649000110;0;1610201;SERRARIAS COM DESDOBRAMENTO DE MADEIRA
08360628000100;0~@~1~@~2;4120400~@~4313400~@~4319300;CONSTRUCAO DE EDIFICIOS~@~OBRAS DE TERRAPLENAGEM~@~SERVICOS DE PREPARACAO DO TERRENO NAO ESPECIFICADOS ANTERIORMENTE
15156438000130;0~@~1;6821801~@~6821802;CORRETAGEM NA COMPRA E VENDA E AVALIACAO DE IMOVEIS~@~CORRETAGEM NO ALUGUEL DE IMOVEIS
15160571000160;0~@~1;7119704~@~7119799;ATIVIDADES TECNICAS RELACIONADAS A ENGENHARIA E ARQUITETURA NAO ESPECIFICADAS ANTERIORMENTE~@~SERVICOS DE PERICIA TECNICA RELACIONADOS A SEGURANCA DO TRABALHO
10357393000220;0~@~1~@~2~@~3~@~4;4742300~@~4744005~@~4754701~@~4759899~@~8129000;ATIVIDADES DE LIMPEZA NAO ESPECIFICADAS ANTERIORMENTE~@~COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO NAO ESPECIFICADOS ANTERIORMENTE~@~COMERCIO VAREJISTA DE MATERIAL ELETRICO~@~COMERCIO VAREJISTA DE MOVEIS~@~COMERCIO VAREJISTA DE OUTROS ARTIGOS DE USO PESSOAL E DOMESTICO NAO ESPECIFICADOS ANTERIORMENTE
08925731000150;0;6619399;OUTRAS ATIVIDADES AUXILIARES DOS SERVICOS FINANCEIROS NAO ESPECIFICADAS ANTERIORMENTE
16053467000130;0;9492800;ATIVIDADES DE ORGANIZACOES POLITICAS
14737392000180;0~@~1~@~2;4772500~@~4781400~@~9602502;ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA~@~COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS~@~COMERCIO VAREJISTA DE COSMETICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL
04569277000190;0;4789099;COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE
07921293000270;0~@~1;4755502~@~4761003;COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO~@~COMERCIO VAREJISTA DE ARTIGOS DE PAPELARIA
10944008000160;0~@~1;8211300~@~8219999;PREPARACAO DE DOCUMENTOS E SERVICOS ESPECIALIZADOS DE APOIO ADMINISTRATIVO NAO ESPECIFICADOS ANTERIORMENTE~@~SERVICOS COMBINADOS DE ESCRITORIO E APOIO ADMINISTRATIVO
05582594000100;0~@~1;6821801~@~6822600;CORRETAGEM NA COMPRA E VENDA E AVALIACAO DE IMOVEIS~@~GESTAO E ADMINISTRACAO DA PROPRIEDADE IMOBILIARIA
01051495000140;0;4619200;REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE MERCADORIAS EM GERAL NAO ESPECIALIZADO
57269763000150;0~@~1~@~2~@~3~@~4;6399200~@~7410299~@~7490105~@~7490199~@~8299799;AGENCIAMENTO DE PROFISSIONAIS PARA ATIVIDADES ESPORTIVAS, CULTURAIS E ARTISTICAS~@~ATIVIDADES DE DESIGN NAO ESPECIFICADAS ANTERIORMENTE~@~OUTRAS ATIVIDADES DE PRESTACAO DE SERVICOS DE INFORMACAO NAO ESPECIFICADAS ANTERIORMENTE~@~OUTRAS ATIVIDADES DE SERVICOS PRESTADOS PRINCIPALMENTE AS EMPRESAS NAO ESPECIFICADAS ANTERIORMENTE~@~OUTRAS ATIVIDADES PROFISSIONAIS, CIENTIFICAS E TECNICAS NAO ESPECIFICADAS ANTERIORMENTE
14452737000150;0;4781400;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS
13335552000100;0~@~1~@~2;4781400~@~4782201~@~4789001;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS~@~COMERCIO VAREJISTA DE CALCADOS~@~COMERCIO VAREJISTA DE SUVENIRES, BIJUTERIAS E ARTESANATOS
13878559000160;0;5611203;LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES
13941989000180;0~@~1~@~2;4321500~@~4322301~@~4399103;INSTALACAO E MANUTENCAO ELETRICA~@~INSTALACOES HIDRAULICAS, SANITARIAS E DE GAS~@~OBRAS DE ALVENARIA
15182288000130;0~@~1~@~2;4772500~@~9602501~@~9602502;ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA~@~CABELEIREIROS, MANICURE E PEDICURE~@~COMERCIO VAREJISTA DE COSMETICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL
15553446000110;0;9602502;ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA
12164098000100;0~@~1;4755503~@~4781400;COMERCIO VAREJISTA DE ARTIGOS DE CAMA, MESA E BANHO~@~COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS
07081651000100;0~@~1~@~2~@~3~@~4;5510803~@~5611202~@~8230002~@~9003500~@~9329801;BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS~@~CASAS DE FESTAS E EVENTOS~@~DISCOTECAS, DANCETERIAS, SALOES DE DANCA E SIMILARES~@~GESTAO DE ESPACOS PARA ARTES CENICAS, ESPETACULOS E OUTRAS ATIVIDADES ARTISTICAS~@~MOTEIS
17283441000140;0;6462000;HOLDINGS DE INSTITUICOES NAOFINANCEIRAS
07806565000100;0;8112500;CONDOMINIOS PREDIAIS
11050679000140;0;9499500;ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE
13169734000140;0;4772500;COMERCIO VAREJISTA DE COSMETICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL
15190246000140;0;4330404;SERVICOS DE PINTURA DE EDIFICIOS EM GERAL
16480744000190;0~@~1~@~2~@~3;4321500~@~4322301~@~4330404~@~4399103;INSTALACAO E MANUTENCAO ELETRICA~@~INSTALACOES HIDRAULICAS, SANITARIAS E DE GAS~@~OBRAS DE ALVENARIA~@~SERVICOS DE PINTURA DE EDIFICIOS EM GERAL
14465596000100;0~@~1;4754702~@~9529105;COMERCIO VAREJISTA DE ARTIGOS DE COLCHOARIA~@~REPARACAO DE ARTIGOS DO MOBILIARIO
09331590000100;0;4712100;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS
11306905000100;0~@~1~@~2~@~3;4520001~@~4530703~@~4530705~@~4742300;COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES~@~COMERCIO A VAREJO DE PNEUMATICOS E CAMARASDEAR~@~COMERCIO VAREJISTA DE MATERIAL ELETRICO~@~SERVICOS DE MANUTENCAO E REPARACAO MECANICA DE VEICULOS AUTOMOTORES
15676707000190;0;4330499;OUTRAS OBRAS DE ACABAMENTO DA CONSTRUCAO
02300267000120;0~@~1;3314711~@~4744001;COMERCIO VAREJISTA DE FERRAGENS E FERRAMENTAS~@~MANUTENCAO E REPARACAO DE MAQUINAS E EQUIPAMENTOS PARA AGRICULTURA E PECUARIA
81620106000190;0~@~1;1412601~@~1412603;CONFECCAO DE PECAS DE VESTUARIO, EXCETO ROUPAS INTIMAS E AS CONFECCIONADAS SOB MEDIDA~@~FACCAO DE PECAS DO VESTUARIO, EXCETO ROUPAS INTIMAS
68035252000190;0;4671100;COMERCIO ATACADISTA DE MADEIRA E PRODUTOS DERIVADOS
14753183000120;0~@~1;0121101~@~0133405;CULTIVO DE COCODABAIA~@~HORTICULTURA, EXCETO MORANGO
11185206000150;0;4771701;COMERCIO VAREJISTA DE PRODUTOS FARMACEUTICOS, SEM MANIPULACAO DE FORMULAS
95035473000130;0~@~1~@~2~@~3;4520001~@~4520002~@~4520003~@~4520004;SERVICOS DE ALINHAMENTO E BALANCEAMENTO DE VEICULOS AUTOMOTORES~@~SERVICOS DE LANTERNAGEM OU FUNILARIA E PINTURA DE VEICULOS AUTOMOTORES~@~SERVICOS DE MANUTENCAO E REPARACAO ELETRICA DE VEICULOS AUTOMOTORES~@~SERVICOS DE MANUTENCAO E REPARACAO MECANICA DE VEICULOS AUTOMOTORES
66351065000190;0~@~1~@~2;1741902~@~5819100~@~5829800;EDICAO DE CADASTROS, LISTAS E DE OUTROS PRODUTOS GRAFICOS~@~EDICAO INTEGRADA A IMPRESSAO DE CADASTROS, LISTAS E DE OUTROS PRODUTOS GRAFICOS~@~FABRICACAO DE PRODUTOS DE PAPEL, CARTOLINA, PAPEL CARTAO E PAPELAO ONDULADO PARA USO COMERCIAL E DE ESCRITORIO, EXCETO FORMULARIO CONTINUO
48792485000120;0;1813099;IMPRESSAO DE MATERIAL PARA OUTROS USOS
04617529000100;0~@~1~@~2~@~3~@~4;6399200~@~7410299~@~7490105~@~7490199~@~8299799;AGENCIAMENTO DE PROFISSIONAIS PARA ATIVIDADES ESPORTIVAS, CULTURAIS E ARTISTICAS~@~ATIVIDADES DE DESIGN NAO ESPECIFICADAS ANTERIORMENTE~@~OUTRAS ATIVIDADES DE PRESTACAO DE SERVICOS DE INFORMACAO NAO ESPECIFICADAS ANTERIORMENTE~@~OUTRAS ATIVIDADES DE SERVICOS PRESTADOS PRINCIPALMENTE AS EMPRESAS NAO ESPECIFICADAS ANTERIORMENTE~@~OUTRAS ATIVIDADES PROFISSIONAIS, CIENTIFICAS E TECNICAS NAO ESPECIFICADAS ANTERIORMENTE
07037992000170;0;2539001;SERVICOS DE USINAGEM, TORNEARIA E SOLDA
12783179000180;0~@~1;8599603~@~9511800;REPARACAO E MANUTENCAO DE COMPUTADORES E DE EQUIPAMENTOS PERIFERICOS~@~TREINAMENTO EM INFORMATICA
04355056000110;0~@~1~@~2~@~3;1521100~@~4643502~@~4782201~@~4782202;COMERCIO ATACADISTA DE BOLSAS, MALAS E ARTIGOS DE VIAGEM~@~COMERCIO VAREJISTA DE ARTIGOS DE VIAGEM~@~COMERCIO VAREJISTA DE CALCADOS~@~FABRICACAO DE ARTIGOS PARA VIAGEM, BOLSAS E SEMELHANTES DE QUALQUER MATERIAL
55492623000110;0~@~1~@~2~@~3~@~4;6399200~@~7410299~@~7490105~@~7490199~@~8299799;AGENCIAMENTO DE PROFISSIONAIS PARA ATIVIDADES ESPORTIVAS, CULTURAIS E ARTISTICAS~@~ATIVIDADES DE DESIGN NAO ESPECIFICADAS ANTERIORMENTE~@~OUTRAS ATIVIDADES DE PRESTACAO DE SERVICOS DE INFORMACAO NAO ESPECIFICADAS ANTERIORMENTE~@~OUTRAS ATIVIDADES DE SERVICOS PRESTADOS PRINCIPALMENTE AS EMPRESAS NAO ESPECIFICADAS ANTERIORMENTE~@~OUTRAS ATIVIDADES PROFISSIONAIS, CIENTIFICAS E TECNICAS NAO ESPECIFICADAS ANTERIORMENTE
11117576000150;0;1091102;FABRICACAO DE PRODUTOS DE PADARIA E CONFEITARIA COM PREDOMINANCIA DE PRODUCAO PROPRIA
11694319000180;0~@~1;4752100~@~9512600;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS DE TELEFONIA E COMUNICACAO~@~REPARACAO E MANUTENCAO DE EQUIPAMENTOS DE COMUNICACAO
09568108000150;0;9492800;ATIVIDADES DE ORGANIZACOES POLITICAS
00245285000120;0;6204000;CONSULTORIA EM TECNOLOGIA DA INFORMACAO
00739428000150;0;9491000;ATIVIDADES DE ORGANIZACOES RELIGIOSAS OU FILOSOFICAS
05953866000130;0~@~1~@~2;5611201~@~5611203~@~9329899;LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES~@~OUTRAS ATIVIDADES DE RECREACAO E LAZER NAO ESPECIFICADAS ANTERIORMENTE~@~RESTAURANTES E SIMILARES
16962677000140;0;6821801;CORRETAGEM NA COMPRA E VENDA E AVALIACAO DE IMOVEIS
12563448000100;0~@~1;8211300~@~8219999;PREPARACAO DE DOCUMENTOS E SERVICOS ESPECIALIZADOS DE APOIO ADMINISTRATIVO NAO ESPECIFICADOS ANTERIORMENTE~@~SERVICOS COMBINADOS DE ESCRITORIO E APOIO ADMINISTRATIVO
16932888000130;0;8630503;ATIVIDADE MEDICA AMBULATORIAL RESTRITA A CONSULTAS
97526837000100;0;9312300;CLUBES SOCIAIS, ESPORTIVOS E SIMILARES
02484960000280;0~@~1;4744005~@~4744099;COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO EM GERAL~@~COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO NAO ESPECIFICADOS ANTERIORMENTE
06084773000180;0;4712100;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS
16618671000150;0;9492800;ATIVIDADES DE ORGANIZACOES POLITICAS
03477630000140;0;4789099;COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE
02937277000170;0;4744005;COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO NAO ESPECIFICADOS ANTERIORMENTE
06042798000110;0~@~1;0810006~@~0990403;ATIVIDADES DE APOIO A EXTRACAO DE MINERAIS NAOMETALICOS~@~EXTRACAO DE AREIA, CASCALHO OU PEDREGULHO E BENEFICIAMENTO ASSOCIADO
06658925000100;0;9492800;ATIVIDADES DE ORGANIZACOES POLITICAS
02718174000110;0~@~1;4662100~@~4663000;COMERCIO ATACADISTA DE MAQUINAS E EQUIPAMENTOS PARA USO INDUSTRIAL, PARTES E PECAS~@~COMERCIO ATACADISTA DE MAQUINAS, EQUIPAMENTOS PARA TERRAPLENAGEM, MINERACAO E CONSTRUCAO, PARTES E PECAS
07028901000130;0~@~1;4923002~@~7912100;OPERADORES TURISTICOS~@~SERVICO DE TRANSPORTE DE PASSAGEIROS  LOCACAO DE AUTOMOVEIS COM MOTORISTA
11497569000120;0~@~1;8599605~@~8599699;CURSOS PREPARATORIOS PARA CONCURSOS~@~OUTRAS ATIVIDADES DE ENSINO NAO ESPECIFICADAS ANTERIORMENTE
54796362000160;0~@~1~@~2;9430800~@~9493600~@~9499500;ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE~@~ATIVIDADES DE ASSOCIACOES DE DEFESA DE DIREITOS SOCIAIS~@~ATIVIDADES DE ORGANIZACOES ASSOCIATIVAS LIGADAS A CULTURA E A ARTE
08679162000100;0~@~1;4924800~@~4929902;TRANSPORTE ESCOLAR~@~TRANSPORTE RODOVIARIO COLETIVO DE PASSAGEIROS, SOB REGIME DE FRETAMENTO, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL
64807035000110;0;4771701;COMERCIO VAREJISTA DE PRODUTOS FARMACEUTICOS, SEM MANIPULACAO DE FORMULAS
15317884000180;0;1340599;OUTROS SERVICOS DE ACABAMENTO EM FIOS, TECIDOS, ARTEFATOS TEXTEIS E PECAS DO VESTUARIO
16941941000160;0;4530703;COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES
05277788000100;0;8130300;ATIVIDADES PAISAGISTICAS
54093471000110;0;5611203;LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES
16774603000180;0~@~1~@~2~@~3~@~4;1094500~@~4721102~@~4723700~@~4729699~@~5620102;COMERCIO VAREJISTA DE BEBIDAS~@~COMERCIO VAREJISTA DE PRODUTOS ALIMENTICIOS EM GERAL OU ESPECIALIZADO EM PRODUTOS ALIMENTICIOS NAO ESPECIFICADOS ANTERIORMENTE~@~FABRICACAO DE MASSAS ALIMENTICIAS~@~PADARIA E CONFEITARIA COM PREDOMINANCIA DE REVENDA~@~SERVICOS DE ALIMENTACAO PARA EVENTOS E RECEPCOES  BUFE
04251424000180;0;4781400;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS
87120762000100;0~@~1~@~2~@~3~@~4;4729699~@~4741500~@~4744001~@~4744002~@~4744099;COMERCIO VAREJISTA DE FERRAGENS E FERRAMENTAS~@~COMERCIO VAREJISTA DE MADEIRA E ARTEFATOS~@~COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO EM GERAL~@~COMERCIO VAREJISTA DE PRODUTOS ALIMENTICIOS EM GERAL OU ESPECIALIZADO EM PRODUTOS ALIMENTICIOS NAO ESPECIFICADOS ANTERIORMENTE~@~COMERCIO VAREJISTA DE TINTAS E MATERIAIS PARA PINTURA
04724398000160;0;4642701;COMERCIO ATACADISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS, EXCETO PROFISSIONAIS E DE SEGURANCA
12842235000100;0~@~1;4520003~@~4742300;COMERCIO VAREJISTA DE MATERIAL ELETRICO~@~SERVICOS DE MANUTENCAO E REPARACAO ELETRICA DE VEICULOS AUTOMOTORES
06932990000930;0;9491000;ATIVIDADES DE ORGANIZACOES RELIGIOSAS OU FILOSOFICAS
08293513000140;0;8591100;ENSINO DE ESPORTES
01475296000160;0~@~1~@~2;9430800~@~9493600~@~9499500;ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE~@~ATIVIDADES DE ASSOCIACOES DE DEFESA DE DIREITOS SOCIAIS~@~ATIVIDADES DE ORGANIZACOES ASSOCIATIVAS LIGADAS A CULTURA E A ARTE
12077443000160;0~@~1~@~2;6821801~@~6821802~@~6822600;CORRETAGEM NA COMPRA E VENDA E AVALIACAO DE IMOVEIS~@~CORRETAGEM NO ALUGUEL DE IMOVEIS~@~GESTAO E ADMINISTRACAO DA PROPRIEDADE IMOBILIARIA
13388322000100;0;4789001;COMERCIO VAREJISTA DE SUVENIRES, BIJUTERIAS E ARTESANATOS
10806211000170;0~@~1;4530703~@~4530704;COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES~@~COMERCIO A VAREJO DE PECAS E ACESSORIOS USADOS PARA VEICULOS AUTOMOTORES
14239440000100;0~@~1~@~2;4110700~@~6462000~@~6810202;ALUGUEL DE IMOVEIS PROPRIOS~@~HOLDINGS DE INSTITUICOES NAOFINANCEIRAS~@~INCORPORACAO DE EMPREENDIMENTOS IMOBILIARIOS
19791896009310;0~@~1~@~2;4682600~@~4784900~@~5211799;COMERCIO ATACADISTA DE GAS LIQUEFEITO DE PETROLEO GLP~@~COMERCIO VAREJISTA DE GAS LIQUEFEITO DE PETROLEO GLP~@~DEPOSITOS DE MERCADORIAS PARA TERCEIROS, EXCETO ARMAZENS GERAIS E GUARDAMOVEIS
12121224000130;0~@~1~@~2;9430800~@~9493600~@~9499500;ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE~@~ATIVIDADES DE ASSOCIACOES DE DEFESA DE DIREITOS SOCIAIS~@~ATIVIDADES DE ORGANIZACOES ASSOCIATIVAS LIGADAS A CULTURA E A ARTE
08508919000100;0~@~1;4781400~@~4782201;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS~@~COMERCIO VAREJISTA DE CALCADOS
45064714000100;0;4774100;COMERCIO VAREJISTA DE ARTIGOS DE OPTICA
05796462000180;0;4712100;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS
04522679000130;0~@~1;4771701~@~4772500;COMERCIO VAREJISTA DE COSMETICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL~@~COMERCIO VAREJISTA DE PRODUTOS FARMACEUTICOS, SEM MANIPULACAO DE FORMULAS
12045619000100;0;9499500;ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE
08190659000160;0~@~1~@~2~@~3~@~4;3321000~@~4613300~@~4614100~@~4744099~@~4789099;COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO EM GERAL~@~COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE~@~INSTALACAO DE MAQUINAS E EQUIPAMENTOS INDUSTRIAIS~@~REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE MADEIRA, MATERIAL DE CONSTRUCAO E FERRAGENS~@~REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE MAQUINAS, EQUIPAMENTOS, EMBARCACOES E AERONAVES
